,ImageName,Labels
52,SynthImageDataset/2424/7/122_FOLDOUTS_29950.jpg,FOLDOUTS
53,SynthImageDataset/2424/7/121_Podiatry_58462.jpg,PODIATRY
54,SynthImageDataset/2424/7/120_MAGNIFIED_46035.jpg,MAGNIFIED
55,SynthImageDataset/2424/7/119_schoolbags_68339.jpg,SCHOOLBAGS
56,SynthImageDataset/2424/7/118_ftrtft_31137.jpg,FTRTFT
57,SynthImageDataset/2424/7/117_UNDERPASS_82181.jpg,UNDERPASS
58,SynthImageDataset/2424/7/116_CELIBATE_12290.jpg,CELIBATE
59,SynthImageDataset/2424/7/114_monumental_49694.jpg,MONUMENTAL
60,SynthImageDataset/2424/7/113_Marketplace_46798.jpg,MARKETPLACE
61,SynthImageDataset/2424/7/112_SUBSIDY_75696.jpg,SUBSIDY
62,SynthImageDataset/2424/7/111_WEAKEST_85769.jpg,WEAKEST
63,SynthImageDataset/2424/7/109_penknives_56428.jpg,PENKNIVES
64,SynthImageDataset/2424/7/108_arabist_3717.jpg,ARABIST
65,SynthImageDataset/2424/7/107_Cravats_17855.jpg,CRAVATS
66,SynthImageDataset/2424/7/106_antics_3172.jpg,ANTICS
67,SynthImageDataset/2424/7/105_Sprinkler_73790.jpg,SPRINKLER
68,SynthImageDataset/2424/7/104_remarking_64465.jpg,REMARKING
69,SynthImageDataset/2424/7/103_OFTTIMES_53182.jpg,OFTTIMES
70,SynthImageDataset/2424/7/102_foreigners_30197.jpg,FOREIGNERS
71,SynthImageDataset/2424/7/101_midlands_48295.jpg,MIDLANDS
72,SynthImageDataset/2424/7/99_Emotively_25425.jpg,EMOTIVELY
73,SynthImageDataset/2424/7/98_pascals_55753.jpg,PASCALS
74,SynthImageDataset/2424/7/97_INSTANTER_39902.jpg,INSTANTER
75,SynthImageDataset/2424/7/96_RACEWAYS_62044.jpg,RACEWAYS
76,SynthImageDataset/2424/7/95_ABJECT_277.jpg,ABJECT
77,SynthImageDataset/2424/7/94_DELUSIONS_20371.jpg,DELUSIONS
78,SynthImageDataset/2424/7/93_COMMONEST_15276.jpg,COMMONEST
79,SynthImageDataset/2424/7/91_CONTRIVANCE_16656.jpg,CONTRIVANCE
80,SynthImageDataset/2424/7/90_bodged_8454.jpg,BODGED
81,SynthImageDataset/2424/7/89_Plenitudes_58237.jpg,PLENITUDES
82,SynthImageDataset/2424/7/88_ROOST_66622.jpg,ROOST
83,SynthImageDataset/2424/7/87_Banknote_5798.jpg,BANKNOTE
84,SynthImageDataset/2424/7/86_UNBAKED_81767.jpg,UNBAKED
85,SynthImageDataset/2424/7/85_SPUMIER_73834.jpg,SPUMIER
86,SynthImageDataset/2424/7/84_SQUEAKIEST_73945.jpg,SQUEAKIEST
87,SynthImageDataset/2424/7/82_Karyn_42157.jpg,KARYN
88,SynthImageDataset/2424/7/81_Nexus_51529.jpg,NEXUS
89,SynthImageDataset/2424/7/80_vistula_84834.jpg,VISTULA
90,SynthImageDataset/2424/7/79_HANDPICKS_34817.jpg,HANDPICKS
91,SynthImageDataset/2424/7/78_Belletristic_6852.jpg,BELLETRISTIC
92,SynthImageDataset/2424/7/77_Bruise_9843.jpg,BRUISE
93,SynthImageDataset/2424/7/76_Chowed_13481.jpg,CHOWED
94,SynthImageDataset/2424/7/75_Fingers_28999.jpg,FINGERS
95,SynthImageDataset/2424/7/74_goofier_33136.jpg,GOOFIER
96,SynthImageDataset/2424/7/73_PORTHOLE_58979.jpg,PORTHOLE
97,SynthImageDataset/2424/7/72_orangeness_53611.jpg,ORANGENESS
98,SynthImageDataset/2424/7/71_NONMETALLIC_52057.jpg,NONMETALLIC
99,SynthImageDataset/2424/7/70_ENCLOSED_25582.jpg,ENCLOSED
100,SynthImageDataset/2424/7/69_substantiate_75711.jpg,SUBSTANTIATE
101,SynthImageDataset/2424/7/68_OPPRESSING_53544.jpg,OPPRESSING
102,SynthImageDataset/2424/7/66_gawd_31946.jpg,GAWD
103,SynthImageDataset/2424/7/65_whispered_86324.jpg,WHISPERED
104,SynthImageDataset/2424/7/64_owned_54841.jpg,OWNED
105,SynthImageDataset/2424/7/63_ELLIPSIS_25111.jpg,ELLIPSIS
106,SynthImageDataset/2424/7/62_tromped_80815.jpg,TROMPED
107,SynthImageDataset/2424/7/61_TRANSFERS_80196.jpg,TRANSFERS
108,SynthImageDataset/2424/7/60_stamen_74181.jpg,STAMEN
109,SynthImageDataset/2424/7/59_Specializing_73195.jpg,SPECIALIZING
110,SynthImageDataset/2424/7/58_MEIJI_47599.jpg,MEIJI
111,SynthImageDataset/2424/7/57_Caches_10687.jpg,CACHES
112,SynthImageDataset/2424/7/56_vacation_83822.jpg,VACATION
113,SynthImageDataset/2424/7/55_banknote_5798.jpg,BANKNOTE
114,SynthImageDataset/2424/7/54_PRIESTHOOD_60057.jpg,PRIESTHOOD
115,SynthImageDataset/2424/7/53_Stumptown_75414.jpg,STUMPTOWN
116,SynthImageDataset/2424/7/52_GAUGUIN_31920.jpg,GAUGUIN
117,SynthImageDataset/2424/7/51_RECAPTURED_63055.jpg,RECAPTURED
118,SynthImageDataset/2424/7/50_ALLEN_2091.jpg,ALLEN
119,SynthImageDataset/2424/7/49_INQUIRER_39714.jpg,INQUIRER
120,SynthImageDataset/2424/7/48_fellowships_28507.jpg,FELLOWSHIPS
121,SynthImageDataset/2424/7/47_hairpieces_34557.jpg,HAIRPIECES
122,SynthImageDataset/2424/7/46_Sparest_73091.jpg,SPAREST
123,SynthImageDataset/2424/7/45_Sadness_67328.jpg,SADNESS
124,SynthImageDataset/2424/7/44_HEPBURN_35817.jpg,HEPBURN
125,SynthImageDataset/2424/7/43_LOCALIZE_44995.jpg,LOCALIZE
126,SynthImageDataset/2424/7/42_Weepies_85928.jpg,WEEPIES
127,SynthImageDataset/2424/7/41_SHOUTER_70480.jpg,SHOUTER
128,SynthImageDataset/2424/7/40_COTILLIONS_17334.jpg,COTILLIONS
129,SynthImageDataset/2424/7/38_APPLETS_3529.jpg,APPLETS
130,SynthImageDataset/2424/7/37_LACERATE_43035.jpg,LACERATE
131,SynthImageDataset/2424/7/36_July_41941.jpg,JULY
132,SynthImageDataset/2424/7/35_Uxorious_83805.jpg,UXORIOUS
133,SynthImageDataset/2424/7/34_Sassy_67844.jpg,SASSY
134,SynthImageDataset/2424/7/33_tipsiness_79281.jpg,TIPSINESS
135,SynthImageDataset/2424/7/32_Cobblestone_14548.jpg,COBBLESTONE
136,SynthImageDataset/2424/7/31_Bewared_7282.jpg,BEWARED
137,SynthImageDataset/2424/7/30_mercers_47833.jpg,MERCERS
138,SynthImageDataset/2424/7/29_TEEING_77895.jpg,TEEING
139,SynthImageDataset/2424/7/28_BREMEN_9443.jpg,BREMEN
140,SynthImageDataset/2424/7/27_wearers_85795.jpg,WEARERS
141,SynthImageDataset/2424/7/26_Hollered_36503.jpg,HOLLERED
142,SynthImageDataset/2424/7/25_Sullenness_76001.jpg,SULLENNESS
143,SynthImageDataset/2424/7/24_maxwell_47267.jpg,MAXWELL
144,SynthImageDataset/2424/7/23_barrymore_6090.jpg,BARRYMORE
145,SynthImageDataset/2424/7/22_Unlikelier_82813.jpg,UNLIKELIER
146,SynthImageDataset/2424/7/21_formulaic_30389.jpg,FORMULAIC
147,SynthImageDataset/2424/7/20_MULTISTAGE_50369.jpg,MULTISTAGE
148,SynthImageDataset/2424/7/19_timpano_79183.jpg,TIMPANO
149,SynthImageDataset/2424/7/18_SPONGES_73624.jpg,SPONGES
150,SynthImageDataset/2424/7/17_clucks_14394.jpg,CLUCKS
151,SynthImageDataset/2424/7/16_BRISTLIER_9630.jpg,BRISTLIER
152,SynthImageDataset/2424/7/15_mongol_49522.jpg,MONGOL
153,SynthImageDataset/2424/7/14_unsettled_83194.jpg,UNSETTLED
154,SynthImageDataset/2424/7/13_cropper_18239.jpg,CROPPER
155,SynthImageDataset/2424/7/12_Arouses_4031.jpg,AROUSES
156,SynthImageDataset/2424/7/11_preteens_59936.jpg,PRETEENS
157,SynthImageDataset/2424/7/10_marmot_46831.jpg,MARMOT
158,SynthImageDataset/2424/7/9_fricative_30884.jpg,FRICATIVE
159,SynthImageDataset/2424/7/8_Flouncier_29707.jpg,FLOUNCIER
160,SynthImageDataset/2424/7/7_Governed_33263.jpg,GOVERNED
161,SynthImageDataset/2424/7/6_RESTIVELY_65330.jpg,RESTIVELY
162,SynthImageDataset/2424/7/5_SUPERINTEND_76229.jpg,SUPERINTEND
163,SynthImageDataset/2424/7/4_compacter_15338.jpg,COMPACTER
164,SynthImageDataset/2424/7/3_Refutation_63959.jpg,REFUTATION
165,SynthImageDataset/2424/7/2_transmits_80289.jpg,TRANSMITS
166,SynthImageDataset/2424/7/1_DISTILLERIES_22752.jpg,DISTILLERIES
167,SynthImageDataset/2424/6/501_MALLET_46304.jpg,MALLET
168,SynthImageDataset/2424/6/500_Quagmires_61648.jpg,QUAGMIRES
169,SynthImageDataset/2424/6/499_PREPACKED_59738.jpg,PREPACKED
170,SynthImageDataset/2424/6/498_sealing_68902.jpg,SEALING
171,SynthImageDataset/2424/6/497_Rukeyser_67028.jpg,RUKEYSER
172,SynthImageDataset/2424/6/496_scrutinizes_68775.jpg,SCRUTINIZES
173,SynthImageDataset/2424/6/495_KNOTTED_42784.jpg,KNOTTED
174,SynthImageDataset/2424/6/494_Romp_66569.jpg,ROMP
175,SynthImageDataset/2424/6/493_wreath_87376.jpg,WREATH
176,SynthImageDataset/2424/6/492_ARCHETYPES_3819.jpg,ARCHETYPES
177,SynthImageDataset/2424/6/490_Penuriously_56502.jpg,PENURIOUSLY
178,SynthImageDataset/2424/6/489_Variegation_84068.jpg,VARIEGATION
179,SynthImageDataset/2424/6/488_spookiness_73646.jpg,SPOOKINESS
180,SynthImageDataset/2424/6/487_Pajamas_55064.jpg,PAJAMAS
181,SynthImageDataset/2424/6/486_Appraised_3580.jpg,APPRAISED
182,SynthImageDataset/2424/6/485_GRANARY_33379.jpg,GRANARY
183,SynthImageDataset/2424/6/484_Cupboards_18643.jpg,CUPBOARDS
184,SynthImageDataset/2424/6/482_Fomented_29992.jpg,FOMENTED
185,SynthImageDataset/2424/6/480_weird_85970.jpg,WEIRD
186,SynthImageDataset/2424/6/479_Pacesetter_54909.jpg,PACESETTER
187,SynthImageDataset/2424/6/478_unframed_82508.jpg,UNFRAMED
188,SynthImageDataset/2424/6/477_JESTS_41458.jpg,JESTS
189,SynthImageDataset/2424/6/476_DAREN_19231.jpg,DAREN
190,SynthImageDataset/2424/6/475_ambulations_2421.jpg,AMBULATIONS
191,SynthImageDataset/2424/6/474_furnishes_31334.jpg,FURNISHES
192,SynthImageDataset/2424/6/473_pasteurizes_55825.jpg,PASTEURIZES
193,SynthImageDataset/2424/6/472_Considerable_16261.jpg,CONSIDERABLE
194,SynthImageDataset/2424/6/471_polled_58629.jpg,POLLED
195,SynthImageDataset/2424/6/468_awaited_5129.jpg,AWAITED
196,SynthImageDataset/2424/6/467_Nonzero_52220.jpg,NONZERO
197,SynthImageDataset/2424/6/466_LUCKIEST_45524.jpg,LUCKIEST
198,SynthImageDataset/2424/6/465_Reclaiming_63173.jpg,RECLAIMING
199,SynthImageDataset/2424/6/464_MOBSTER_49233.jpg,MOBSTER
200,SynthImageDataset/2424/6/463_Frustration_31119.jpg,FRUSTRATION
201,SynthImageDataset/2424/6/462_Wipers_86838.jpg,WIPERS
202,SynthImageDataset/2424/6/461_EPILEPTIC_26212.jpg,EPILEPTIC
203,SynthImageDataset/2424/6/460_dingoes_21752.jpg,DINGOES
204,SynthImageDataset/2424/6/459_paderewski_54974.jpg,PADEREWSKI
205,SynthImageDataset/2424/6/458_NASTILY_50947.jpg,NASTILY
206,SynthImageDataset/2424/6/457_QUICKER_61851.jpg,QUICKER
207,SynthImageDataset/2424/6/456_Persuaders_56901.jpg,PERSUADERS
208,SynthImageDataset/2424/6/455_Jerald_41413.jpg,JERALD
209,SynthImageDataset/2424/6/454_SHEDS_70056.jpg,SHEDS
210,SynthImageDataset/2424/6/453_DISTRUSTFUL_22811.jpg,DISTRUSTFUL
211,SynthImageDataset/2424/6/451_HAMSTER_34734.jpg,HAMSTER
212,SynthImageDataset/2424/6/450_Relievers_64390.jpg,RELIEVERS
213,SynthImageDataset/2424/6/449_LIGNITE_44468.jpg,LIGNITE
214,SynthImageDataset/2424/6/448_CALABOOSES_10804.jpg,CALABOOSES
215,SynthImageDataset/2424/6/447_stablemates_74058.jpg,STABLEMATES
216,SynthImageDataset/2424/6/446_TESSELLATE_78343.jpg,TESSELLATE
217,SynthImageDataset/2424/6/445_unexploited_82424.jpg,UNEXPLOITED
218,SynthImageDataset/2424/6/444_spreading_73754.jpg,SPREADING
219,SynthImageDataset/2424/6/443_formerly_30374.jpg,FORMERLY
220,SynthImageDataset/2424/6/442_Shrink_70586.jpg,SHRINK
221,SynthImageDataset/2424/6/441_CONTRACTUAL_16598.jpg,CONTRACTUAL
222,SynthImageDataset/2424/6/440_POSTMARKS_59113.jpg,POSTMARKS
223,SynthImageDataset/2424/6/439_OBSESSIVES_52891.jpg,OBSESSIVES
224,SynthImageDataset/2424/6/438_usability_83710.jpg,USABILITY
225,SynthImageDataset/2424/6/437_slurps_71892.jpg,SLURPS
226,SynthImageDataset/2424/6/436_maneuver_46436.jpg,MANEUVER
227,SynthImageDataset/2424/6/435_SKIPPED_71341.jpg,SKIPPED
228,SynthImageDataset/2424/6/434_Marshals_46884.jpg,MARSHALS
229,SynthImageDataset/2424/6/432_auscultates_4887.jpg,AUSCULTATES
230,SynthImageDataset/2424/6/431_creeps_17992.jpg,CREEPS
231,SynthImageDataset/2424/6/430_SPIFFY_73401.jpg,SPIFFY
232,SynthImageDataset/2424/6/429_Crumbing_18395.jpg,CRUMBING
233,SynthImageDataset/2424/6/428_JANIE_41224.jpg,JANIE
234,SynthImageDataset/2424/6/427_ANTED_3088.jpg,ANTED
235,SynthImageDataset/2424/6/426_FORESTRY_30274.jpg,FORESTRY
236,SynthImageDataset/2424/6/425_leak_43763.jpg,LEAK
237,SynthImageDataset/2424/6/424_Impregnates_38460.jpg,IMPREGNATES
238,SynthImageDataset/2424/6/423_Crooks_18228.jpg,CROOKS
239,SynthImageDataset/2424/6/422_Shadowboxed_69819.jpg,SHADOWBOXED
240,SynthImageDataset/2424/6/421_Compulsories_15574.jpg,COMPULSORIES
241,SynthImageDataset/2424/6/420_Calcines_10826.jpg,CALCINES
242,SynthImageDataset/2424/6/419_MUFFLE_50232.jpg,MUFFLE
243,SynthImageDataset/2424/6/418_unhitch_82607.jpg,UNHITCH
244,SynthImageDataset/2424/6/417_MISSIONS_49056.jpg,MISSIONS
245,SynthImageDataset/2424/6/416_Reviles_65753.jpg,REVILES
246,SynthImageDataset/2424/6/415_CREMATE_17997.jpg,CREMATE
247,SynthImageDataset/2424/6/414_cyclopedias_18918.jpg,CYCLOPEDIAS
248,SynthImageDataset/2424/6/413_transfusion_80220.jpg,TRANSFUSION
249,SynthImageDataset/2424/6/412_vanishings_84010.jpg,VANISHINGS
250,SynthImageDataset/2424/6/411_Angelfishes_2813.jpg,ANGELFISHES
251,SynthImageDataset/2424/6/410_CONSTABLES_16339.jpg,CONSTABLES
252,SynthImageDataset/2424/6/409_brotherhood_9792.jpg,BROTHERHOOD
253,SynthImageDataset/2424/6/408_toadstools_79386.jpg,TOADSTOOLS
254,SynthImageDataset/2424/6/407_Pickering_57452.jpg,PICKERING
255,SynthImageDataset/2424/6/406_AIRPLANES_1779.jpg,AIRPLANES
256,SynthImageDataset/2424/6/405_NEWSDEALER_51480.jpg,NEWSDEALER
257,SynthImageDataset/2424/6/404_hiving_36324.jpg,HIVING
258,SynthImageDataset/2424/6/403_VIOLONCELLOS_84738.jpg,VIOLONCELLOS
259,SynthImageDataset/2424/6/402_HUMANIZED_37256.jpg,HUMANIZED
260,SynthImageDataset/2424/6/401_STATUTE_74397.jpg,STATUTE
261,SynthImageDataset/2424/6/400_pannier_55282.jpg,PANNIER
262,SynthImageDataset/2424/6/399_Calisthenic_10892.jpg,CALISTHENIC
263,SynthImageDataset/2424/6/398_FRILL_30936.jpg,FRILL
264,SynthImageDataset/2424/6/397_CONDESCEND_15789.jpg,CONDESCEND
265,SynthImageDataset/2424/6/395_RASHER_62501.jpg,RASHER
266,SynthImageDataset/2424/6/394_CREEPER_17985.jpg,CREEPER
267,SynthImageDataset/2424/6/393_Cruelly_18370.jpg,CRUELLY
268,SynthImageDataset/2424/6/392_Mushier_50513.jpg,MUSHIER
269,SynthImageDataset/2424/6/391_Shotgunning_70470.jpg,SHOTGUNNING
270,SynthImageDataset/2424/6/390_Malefic_46257.jpg,MALEFIC
271,SynthImageDataset/2424/6/389_Putrefying_61499.jpg,PUTREFYING
272,SynthImageDataset/2424/6/387_CLOAKROOMS_14248.jpg,CLOAKROOMS
273,SynthImageDataset/2424/6/386_SEPARATENESS_69493.jpg,SEPARATENESS
274,SynthImageDataset/2424/6/385_babblers_5251.jpg,BABBLERS
275,SynthImageDataset/2424/6/384_AWAITED_5129.jpg,AWAITED
276,SynthImageDataset/2424/6/383_muzziness_50661.jpg,MUZZINESS
277,SynthImageDataset/2424/6/382_BLOODLINE_8160.jpg,BLOODLINE
278,SynthImageDataset/2424/6/381_TESTAMENTS_78354.jpg,TESTAMENTS
279,SynthImageDataset/2424/6/380_confutes_16015.jpg,CONFUTES
280,SynthImageDataset/2424/6/379_clearness_14065.jpg,CLEARNESS
281,SynthImageDataset/2424/6/378_fakers_27964.jpg,FAKERS
282,SynthImageDataset/2424/6/377_HYGIENIC_37571.jpg,HYGIENIC
283,SynthImageDataset/2424/6/376_larkspur_43427.jpg,LARKSPUR
284,SynthImageDataset/2424/6/375_FIREPROOFS_29089.jpg,FIREPROOFS
285,SynthImageDataset/2424/6/374_Scaremongers_68165.jpg,SCAREMONGERS
286,SynthImageDataset/2424/6/373_COBBLERS_14546.jpg,COBBLERS
287,SynthImageDataset/2424/6/372_MARKSMEN_46810.jpg,MARKSMEN
288,SynthImageDataset/2424/6/371_Piraeus_57801.jpg,PIRAEUS
289,SynthImageDataset/2424/6/370_Hoaxer_36356.jpg,HOAXER
290,SynthImageDataset/2424/6/369_Woefuller_86995.jpg,WOEFULLER
291,SynthImageDataset/2424/6/368_Reactant_62709.jpg,REACTANT
292,SynthImageDataset/2424/6/367_CEYLONESE_12508.jpg,CEYLONESE
293,SynthImageDataset/2424/6/366_STATER_74354.jpg,STATER
294,SynthImageDataset/2424/6/365_dehumidifies_20178.jpg,DEHUMIDIFIES
295,SynthImageDataset/2424/6/364_CONVULSE_16804.jpg,CONVULSE
296,SynthImageDataset/2424/6/363_potholes_59201.jpg,POTHOLES
297,SynthImageDataset/2424/6/362_whistled_86331.jpg,WHISTLED
298,SynthImageDataset/2424/6/361_Ezekiel_27782.jpg,EZEKIEL
299,SynthImageDataset/2424/6/360_Generates_32093.jpg,GENERATES
300,SynthImageDataset/2424/6/359_CLAMS_13887.jpg,CLAMS
301,SynthImageDataset/2424/6/358_nonstarters_52174.jpg,NONSTARTERS
302,SynthImageDataset/2424/6/357_consignor_16278.jpg,CONSIGNOR
303,SynthImageDataset/2424/6/356_Fourneyron_30525.jpg,FOURNEYRON
304,SynthImageDataset/2424/6/355_Chastise_12851.jpg,CHASTISE
305,SynthImageDataset/2424/6/354_COUSIN_17585.jpg,COUSIN
306,SynthImageDataset/2424/6/353_Latitude_43522.jpg,LATITUDE
307,SynthImageDataset/2424/6/352_Deactivated_19431.jpg,DEACTIVATED
308,SynthImageDataset/2424/6/351_bamboozling_5707.jpg,BAMBOOZLING
309,SynthImageDataset/2424/6/350_achieve_743.jpg,ACHIEVE
310,SynthImageDataset/2424/6/349_Shorthorns_70445.jpg,SHORTHORNS
311,SynthImageDataset/2424/6/348_sylphlike_76943.jpg,SYLPHLIKE
312,SynthImageDataset/2424/6/347_gravitation_33563.jpg,GRAVITATION
313,SynthImageDataset/2424/6/346_SPROCKET_73809.jpg,SPROCKET
314,SynthImageDataset/2424/6/345_kneeing_42713.jpg,KNEEING
315,SynthImageDataset/2424/6/344_FINDINGS_28968.jpg,FINDINGS
316,SynthImageDataset/2424/6/343_Brutalities_9889.jpg,BRUTALITIES
317,SynthImageDataset/2424/6/342_BETCHA_7210.jpg,BETCHA
318,SynthImageDataset/2424/6/341_Grinned_33767.jpg,GRINNED
319,SynthImageDataset/2424/6/340_mosser_49934.jpg,MOSSER
320,SynthImageDataset/2424/6/339_antiquate_3241.jpg,ANTIQUATE
321,SynthImageDataset/2424/6/338_Mashhad_46974.jpg,MASHHAD
322,SynthImageDataset/2424/6/337_Cured_18690.jpg,CURED
323,SynthImageDataset/2424/6/336_Goldbrick_33037.jpg,GOLDBRICK
324,SynthImageDataset/2424/6/335_DETRACTION_21220.jpg,DETRACTION
325,SynthImageDataset/2424/6/334_Lived_44859.jpg,LIVED
326,SynthImageDataset/2424/6/333_feller_28497.jpg,FELLER
327,SynthImageDataset/2424/6/332_Tnpk_79376.jpg,TNPK
328,SynthImageDataset/2424/6/331_Duluth_24081.jpg,DULUTH
329,SynthImageDataset/2424/6/330_dozens_23581.jpg,DOZENS
330,SynthImageDataset/2424/6/329_sindhi_71053.jpg,SINDHI
331,SynthImageDataset/2424/6/328_PERCEIVING_56558.jpg,PERCEIVING
332,SynthImageDataset/2424/6/327_VIXENISHLY_84925.jpg,VIXENISHLY
333,SynthImageDataset/2424/6/326_ADVENTURES_1260.jpg,ADVENTURES
334,SynthImageDataset/2424/6/325_reflection_63834.jpg,REFLECTION
335,SynthImageDataset/2424/6/324_NEWSDEALERS_51481.jpg,NEWSDEALERS
336,SynthImageDataset/2424/6/323_Quotations_61990.jpg,QUOTATIONS
337,SynthImageDataset/2424/6/322_Containers_16467.jpg,CONTAINERS
338,SynthImageDataset/2424/6/321_HYPOCRITES_37664.jpg,HYPOCRITES
339,SynthImageDataset/2424/6/320_jewellery_41485.jpg,JEWELLERY
340,SynthImageDataset/2424/6/319_TETRAS_78410.jpg,TETRAS
341,SynthImageDataset/2424/6/318_rubella_66939.jpg,RUBELLA
342,SynthImageDataset/2424/6/317_PRINTINGS_60135.jpg,PRINTINGS
343,SynthImageDataset/2424/6/316_dynamics_24297.jpg,DYNAMICS
344,SynthImageDataset/2424/6/315_Khazar_42383.jpg,KHAZAR
345,SynthImageDataset/2424/6/314_Hurtful_37431.jpg,HURTFUL
346,SynthImageDataset/2424/6/313_ruler_67031.jpg,RULER
347,SynthImageDataset/2424/6/312_SPIROCHETES_73490.jpg,SPIROCHETES
348,SynthImageDataset/2424/6/311_grisly_33787.jpg,GRISLY
349,SynthImageDataset/2424/6/310_deteriorates_21159.jpg,DETERIORATES
350,SynthImageDataset/2424/6/309_daze_19401.jpg,DAZE
351,SynthImageDataset/2424/6/308_Facades_27808.jpg,FACADES
352,SynthImageDataset/2424/6/307_donating_23230.jpg,DONATING
353,SynthImageDataset/2424/6/306_Murray_50478.jpg,MURRAY
354,SynthImageDataset/2424/6/305_sobs_72440.jpg,SOBS
355,SynthImageDataset/2424/6/304_GENUINENESS_32190.jpg,GENUINENESS
356,SynthImageDataset/2424/6/303_switchers_76865.jpg,SWITCHERS
357,SynthImageDataset/2424/6/302_snyderman_72401.jpg,SNYDERMAN
358,SynthImageDataset/2424/6/301_Reproducing_64944.jpg,REPRODUCING
359,SynthImageDataset/2424/6/300_medievalists_47522.jpg,MEDIEVALISTS
360,SynthImageDataset/2424/6/299_Undercharge_82086.jpg,UNDERCHARGE
361,SynthImageDataset/2424/6/298_Execrably_27152.jpg,EXECRABLY
362,SynthImageDataset/2424/6/297_scatter_68204.jpg,SCATTER
363,SynthImageDataset/2424/6/296_Jolts_41716.jpg,JOLTS
364,SynthImageDataset/2424/6/295_Blackthorns_7832.jpg,BLACKTHORNS
